SMILES,log2CL,log2CL_pred,Name,CAS #,human VDss (L/kg),human CL (mL/min/kg),"fraction unbound 
in plasma (fu)",MRT (h),terminal  t1/2 (h),Reference,Comments ,Notes,Year of first disclosure,MW,HBA,HBD,TPSA_NO,RotBondCount,moka_ionState7.4,MoKa.LogP,MoKa.LogD7.4
[H]N(c1c(c(nc(c2ccnc(c2)c2nnnn2[H])n1)OCCO[H])Oc1ccccc1OC)S(c1ccc(C)cn1)(=O)=O,3.39231742277876,1.19755,Clazosentan,180384-56-9,0.23,10.5,0.02,0.4,2.6,"van Giersbergen, Paul L. M.; Gunawardena, Kulasiri A.; Dingemanse, Jasper. Influence of ethnic origin and sex on the pharmacokinetics of clazosentan. J. Clin. Pharmacol. 2007, 47, 1374-1380.//ppb: P.L.M. van Giersbergen, A. Treiber and J. Dingemanse. In vitro and in vivo pharmacokinetic characteristics of clazosentan, an intravenous endothelin receptor antagonist, in humans.  Int. J. Clin. Pharmacol. Ther., 2009,  47, 169-177","12 Caucasian and 12 Japanese subjects. 3 sequential 4-h infusion at 1, 5 and 15 mg/h.  Average weight 61 kg. Compartmental analysis with V1,V2,V3 and Vss reported. MRT calculated from Cl and Vss. t1/2 taken as the g phase.",,1996,577.57,15,3,200.1,12,anionic,2.9,-2.3
[H]N1Cc2cc(ccc2[C@H]1C)c1ccc2C(C(=CN(C3CC3)c2c1OC(F)F)C(=O)O[H])=O,0.2986583155645151,1.5471158,Garenoxacin,194804-75-6,1.0,1.23,0.25,13.7,,"Hayakawa, Hiroyoshi; Fukushima, Yoko; Kato, Hiroshi; Fukumoto, Hiroyuki; Kadota, Takumi; Yamamoto, Hiroyuki; Kuroiwa, Hiroyuki; Nishigaki, Junko; Tsuji, Akira. (2003) Metabolism and disposition of novel des-fluoro quinolone garenoxacin in experimental animals and an interspecies scaling of pharmacokinetic parameters. Drug Metab. Disp. 31 (11) 1409-1418.","Also known as ganefloxacin and T 3811. Human data reported from a presentation bY Gajjar, D. et al at 2001 ICAAC.  Average weight taken as 70 kg. MRT from VDss and Cl. Data to be confirmed.",,1997,426.41,6,2,78.9,6,zwitterionic,3.4,1.1
[H]OC(CCCCON=C(c1cccc(c1)C(F)(F)F)c1cccnc1)=O,0.070389327891398,1.9913728,Ridogrel,110140-89-1,0.43,1.05,0.033,6.8,7.54,"De Buck, Stefan S.; Sinha, Vikash K.; Fenu, Luca A.; Nijsen, Marjoleen J.; Mackie, Claire E.; Gilissen, Ron A. H. J. Prediction of human pharmacokinetics using physiologically based modeling: a retrospective analysis of 26 clinically tested drugs. Drug Metabolism and Disposition, 2007, 35(10), 1766-1780.  ",70 kg average weight assumed.  MRT calculated from CL and VDss. 100 mg iv dose,,1987,366.33,5,1,71.8,9,anionic,3.5,0.95
[H]OC(CCCOCC=C1C[C@H]2C[C@H]([C@@H](C#C[C@H]([C@@H](C)CC#CCC)O[H])[C@H]2C1)O[H])=O,6.048759311919856,1.635472,Eptaloprost,90693-76-8,2.4,66.2,,0.59,0.41,"Hildebrand M, Inter-species Extrapolation of Pharmacokinetic Data of Three Procyclin-Mimetics, Prostaglandins, 1994, 48, 297-312."," t1/2=0.693/kel. 
Data reported and used for allometric scaling were taken from other publications by the same author.",,1984,402.52,5,3,87.0,15,anionic,3.0,0.22
[H]OC(COc1cccc2C[C@H]3[C@H](CC[C@@H](CCCCC)O[H])[C@H](C[C@H]3Cc12)O[H])=O,3.4195388915137843,2.160432,Treprostinil,81846-19-7,0.23,10.7,0.09,0.36,0.82,"Absolute Bioavailability and Pharmacokinetics of Treprostinil Sodium Administered by Acute Subcutaneous Infusion. Michael Wade ,F. Jo Baker, Robert Roscigno, Wayne DellaMaestra, Thomas L. Hunt and Allen A. Lai J. Clin. Pharmacol. 2004, 44, 83-88.  ppb: The PDR states: In vitro treprostinil is 91% bound to human plasma proteins over the 330-10,000 mcg/L concentration range. Accessed January 6 2015. http://pdr3d.com/detail.php?c=128637#section-13.","Remodulin, Uniprost. Data digitized and calculations performed via WinNonLin. N=15, 150' infusion, 15 ng/kg/min, data very in very good agreement to reported PK parameters.",,1981,390.51,5,3,87.0,13,anionic,4.6,1.4
[H]OC([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]1[C@H]([C@@H]([C@@H](C(=O)O[H])O[C@@H]1O[C@@H]1CC[C@@]2(C)C3C(C=C4[C@H]5C[C@@](C)(CC[C@@]5(C)CC[C@]4(C)[C@@]3(C)CC[C@@H]2C1(C)C)C(=O)O[H])=O)O[H])O[H])O[H])O[H])O[H])=O,-4.321928094887363,-1.5835202,Isoglycirrhizinate (acid),691410-17-0,0.09,0.05,,30.9,23.1,"Sun L. et al. Phase I safety and pharmacokinetic study of magnesium isoglycyrrhizinate after single and multiple intravenous doses in Chinese healthy volunteers. J. Clin.Pharmacol. 2007, 47, 767-773."," CAS number reported is the one of the Mg salt. 1405-86-3 for the acid. N=9, 63 kg average weight, 30' inf.; 100 mg dose. Dosed as magnesium salt. Data (VDss) verified by plot (100 mg dose) digitization and PK analysis via Phoenix.",The acid (as well as glycyrrhizine) was reported in 1880.The 2003 ref. was found for the Mg salt.,1880,822.93,16,8,267.0,15,anionic,1.5,-7.5
[H]OC([C@@]1(CCN(C[C@H]1C)C1CCC(CC1)(C#N)c1ccc(cc1)F)c1ccccc1)=O,-1.217591435072627,0.6417928,Levocabastine,79516-68-0,1.17,0.43,0.453,45.3,33.0,"De Buck, Stefan S.; Sinha, Vikash K.; Fenu, Luca A.; Nijsen, Marjoleen J.; Mackie, Claire E.; Gilissen, Ron A. H. J. Prediction of human pharmacokinetics using physiologically based modeling: a retrospective analysis of 26 clinically tested drugs. Drug Metabolism and Disposition, 2007, 35(10), 1766-1780.  ",70 kg average weight assumed.  MRT calculated from CL and VDss. 0.2 mg iv dose,,1962,420.52,4,1,64.3,6,zwitterionic,4.3,2.0
[H]OC[C@@H](C(=O)OC1C[C@@H]2CC[C@H](C1)[N+]2(C)C(C)C)c1ccccc1,4.972692654004264,3.5082629,Ipratropium,60205-81-4,5.1,31.4,0.95,2.7,1.64,"Ensing K., de Zeeuw R.A., Nossent  G.D., Koeter G.H, Cornelissen, P.J.G. et al. ( 1989)  Pharmacokinetics of ipratropium bromide after single dose inhalation and oral and intravenous administration. Eur. J. Clin. Pharmacol. 36, 189-194.   fu from Lombardo et al J. Clin. Pharmacol. 2013, 53(2), 167-177 and 178-191","N=10, 74 kg average weight VDss calculated as sum of Vc, Valpha and Vbeta reported. 2 mg/dose administered in 20'. ",,1962,332.46,4,1,46.5,7,neutral,-0.72,-0.72
[H]O[C@@H](CN1CCC(CC1)N(C)c1nc2ccccc2s1)COc1ccc(c(c1)F)F,0.765534746362977,2.7396166,Lubeluzole,144665-07-6,2.6,1.7,0.003,26.0,21.6,"Herron, Jerry; Lee, Peter; Pesco-Koplowitz, Luana; Gajjar, Diptee; Soo, Yuh Wen; Woestenborghs, Robert. Determination of the dose proportionality of single intravenous doses (5, 10, and 15 mg) of lubeluzole in healthy volunteers. Clin. Ther. 1998, 20(4), 682-690. Three-way cross-over study in 11,10 and 12 healthy subjects at 5, 10 and 15 mg dose respectively as 1-hr inf. Male and female subjects, 70 kg reported average weight. Weight-averaged VDss 220 L; 3.1 L/kg, Cl= 1.8 mL/min/kg; MRT = 28.7 h; t1/2 = 23.5h//Van de Velde, V.; Crabbe, R.; Van Peer, A.; Woestenborghs, R.; Van Osselaer, N.; Hantson, L.; Heykants, J. Pharmacokinetics of lubeluzole (Prosynap) after single intravenous doses in healthy subjects. Int. J. Clin. Pharmacol. Ther. 1998, 36, 490-493. N=8, total of 31 administrations across 6 doses 2.5 to 25 mg, each separated by 13 days. 30' inf. 79 kg average weight. Weight averaged data: VDss= 2.15 L/kg, Cl= 1.54 mL/min/kg; MRT = 23.3 h; t1/2 = 19.8h. fu from De Buck, Stefan S.; Sinha, Vikash K.; Fenu, Luca A.; Nijsen, Marjoleen J.; Mackie, Claire E.; Gilissen, Ron A. H. J. Prediction of human pharmacokinetics using physiologically based modeling: a retrospective analysis of 26 clinically tested drugs. Drug Metabolism and Disposition, 2007, 35(10), 1766-1780.  ",AVERAGED ACROSS TWO REPORTS (N almost identical); Weight averaged within each report. ,,1992,433.51,5,1,48.8,8,cationic,4.9,4.4
[H]O[C@H]1[C@H](C)O[C@@H](C[C@@H]1OC)O[C@@H]1[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@@H]([C@@H](C)C([C@]2(C[C@H](C)[C@@H]([C@H]1C)O[C@@H]1[C@@H]([C@@H](C[C@H](C)O1)N(C)C)O[H])CO2)=O)O[H],3.1858665453113337,1.3228168,Oleandomycin,3922-90-5,0.77,9.1,0.4,1.41,1.05,"Duthu G S. Interspecies correlation of the pharmacokinetics of erythromycin, oleandomycin, and tylosin. J Pharm Sci, 1985, 74(9), 943-946. ","Data in 70.0 Kg weight subjects (see Ref. 7). MRT calculated from CL and VDss.   fu from Lombardo et al J. Clin. Pharmacol. 2013, 53(2), 167-177 and 178-191",,1955,687.86,13,3,166.0,9,cationic,2.0,0.7
[H]O[C@](Cn1cncn1)(c1cc(ccc1F)F)[C@@H](C)c1nc(cs1)c1ccc(C#N)cc1,-0.2344652536370229,1.0829737,Isavuconazole,241479-67-4,5.37,0.85,0.01,105.5,86.9,"Schmitt-Hoffmann A. et al. Single-​ascending-​dose pharmacokinetics and safety of the novel broad-​spectrum antifungal triazole BAL4815 after intravenous infusions (50, 100, and 200 milligrams) and oral administrations (100, 200, and 400 milligrams) of its prodrug, BAL8557, in healthy volunteers. Antimicrobial Agents and Chemotherapy, 2006, 50(1), 279-285. //ppb: Robert W. Townsend,corresponding author1 Shahzad Akhtar,1 Harry Alcorn, Jolene K. Berg, Donna L. Kowalski, Salim Mujais, and Amit V. Desai. Phase I trial to investigate the effect of renal impairment on isavuconazole pharmacokinetics. Eur J Clin Pharmacol. 2017, 73, 669–678.","PK profiles refer to BAL4815 after iv infusion of prodrug BAL8557. BAL4815 = Isavuconazole
Data from 50,100,200 mg equivalents of BAL4815 iv infusion (1 h) dose of prodrug BAL8557, N=18, 77.1(SD 10.4) average weight (57-100Kg). t½ taken as the β phase",,1999,437.47,6,1,87.6,8,neutral,4.0,4.0
[H]O[C@]1(CC)CC(=O)OCC2=C1C=C1c3c(CN1C2=O)cc1cc(c(cc1n3)F)F,3.0738202332916718,1.9785403,Diflomotecan,220997-97-7,1.42,8.42,0.125682020829098,3.87,3.1,"Scott L; Soepenberg O; Verweij J; de Jonge M J A; Th Planting A S; McGovern D; Principe P; Obach R; Twelves C. A multicentre phase I and pharmacokinetic study of BN80915 (diflomotecan) administered daily as a 20-​min intravenous infusion for 5 days every 3 weeks to patients with advanced solid tumours. Annals of Oncology, 2007, 18(3), 569-575.    fu from Lombardo et al J. Clin. Pharmacol. 2013, 53(2), 167-177 and 178-191",Data corrected for body surface area from weight averaged 0.05-0.15 mg/m2 iv infusion (20 min) doses (N=3 to N=11) (see Table 5). Conversion of 1.73 m2 to 70 Kg.,,1999,398.36,6,1,79.7,2,neutral,-0.7,-0.7
[H]Oc1ccc2c(C[C@H](CCCCCCCCCS(CCCC(C(F)(F)F)(F)F)=O)C3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2O[H])c1,3.560714954474479,1.867746,Fulvestrant,129453-61-8,4.15,11.8,0.01,5.86,16.0,"Robertson JFR, Harrison M. Fulvestrant: pharmacokinetics and pharmacology. British Journal of Cancer, 2004, 90(Suppl 1), S7-S10. ppb: The PDR states: Fulvestrant is highly (99%) bound to plasma proteins; VLDL, LDL and HDL lipoprotein fractions appear to be the major binding components. Accessed January 11 2015. http://www.pdr3d.com/detail.php?c=82597#section-12.",  Data from 1-h iv infusion doses. MRT calculated from CL and VDss,,1989,606.77,3,2,57.5,16,neutral,9.0,9.0
[H]n1c2ccncc2nc1c1ccc(cc1OC)S(C)=O,4.371558862611963,2.3592384,Isomazole,86315-52-8,1.67,20.7,0.48,1.3,1.2,"Woodworth, James R.; Delong, A. F.; Fasola, A. F.; Oldham, S. Isomazole disposition in man as a function of dose and route of administration. Biopharm. Drug Disp. 1991, 12, 673-686."," fu = 0.48. N=9, 70 kg average weight assumed. 16.1 mg dose and 30' infusion. 
Data digitized from plots reported by Woodworth et al. Data normalized to middle dose as reported as average in the plot from multiple doses. Calculated data within 8% of reported. VDb = 1.82 L.kg-1 and AUCinf = 201 ng.hr.mL-1.",,1983,287.34,5,1,67.9,3,neutral,1.0,1.0
[nH]1cnc2c([nH]cc2[C@@H]2N[C@@H]([C@H]([C@H]2O)O)CO)c1=O,0.6415460290875237,2.0759423,Forodesine,209799-67-7,,1.56,,,11.6,"A proof-of-principle pharmacokinetic, pharmacodynamic, and clinical study with purine nucleoside phosphorylase inhibitor immucillin-H (BCX-1777, forodesine)
Varsha Gandhi, John M. Kilpatrick, William Plunkett, Mary Ayres, Leigh Harman, Min Du, Shanta Bantia, Jan Davisson, William G. Wierda, Stefan Faderl, Hagop Kantarjian, and Deborah Thomas. BLOOD, 2005   VOLUME 106, (13)4253-4260.",Only Vz reported. Infusion across 5 patients. One patient received 4 doses. N = 8 total. ,,1998,266.25,8,6,134.3,2,cationic,-3.9,-4.3
[nH]1cncc1C1(Cc2c(C1)cccc2)CC,4.292781749227846,2.965051,Atipamizole,104054-27-5,2.7,19.6,,2.3,1.7,"SAKARI KARHUVAARA, ANTERO KALLIO, MIKA SCHEININ, MARKKU ANTTILA, JARMO S. SALONEN & HARRY SCHEININ. Pharmacological effects and pharmacokinetics of atipamezole, a novel 0L2-adrenoceptor antagonista randomized, double-blind cross-over study in healthy male volunteers. Br. J. clin. Pharmac. (1990), 30, 97-106","Data digitized from plot at 100 mg dose (linear PK). N=6, 73 kg average weight. N= 6, 73 kg average weight. Reported AUC = 1.19 mg.h.L-1; Clearance = 1.14 L.h-1.kg-1. ",,1986,212.29,2,1,28.7,2,neutral,2.6,2.4
c1(C(c2ccc(SC)cc2)=O)c([nH]c([nH]1)=O)C,4.255500733148386,2.046246,Enoximone,77671-31-9,1.48,19.1,0.3,1.33,1.94,"SHlGEMlCHl MORITA, YONElCHl SAWAI, JOEL F . HEEG,  YUlCHl KOIKE. Pharmacokinetics of Enoximone after Various Intravenous Administrations to Healthy Volunteers. J. Pharm. Sci. 1995, 84, 152-157. Data averaged with Alken RG, Belz GG, Haegele KD, Meinicke T, and Schechter PJ (1984) Kinetics of fenoximone, a new cardiotonic, in healthy subjects. Clin. Pharmacol. Ther. 36: 209-216.  Hook RH, Boxenbaum H, Thompson GA, and Okerholm RA (1988) Human serum and plasma protein binding of enoximone and its sulfoxide metabolite.  J. Pharm. Sci. 77: 1012-1017. VDss 1.8 L/kg, clearance 29 mL/min/kg, MRT 1 h and t1/2 1 h.","doses from 0.25 mg/kg to 2 mg/kg N=6 for each dose. Data as average across doses. Fenoximone, same compound. Data weight-averaged. Enoximone kept",,1980,248.3,4,2,65.7,3,neutral,1.3,1.3
c1(C2(C(=O)N(C)CC)CCN(CC2)CCCCCC)ccccc1,4.584962500721156,3.0963814,Sameridine,143257-97-0,,24.0,,,3.6,"Åsa Österlund, MD, Eva Arlander, MScPharm, Lars I. Eriksson, MD, PhD, Sten G. E. Lindahl, MD, PhD, FRCA. The Effects on Resting Ventilation of Intravenous Infusions of Morphine or Sameridine, a Novel Molecule with Both Local Anesthetic and Opioid Properties. Anesth Analg 1999, 88:160 –165.",N=12. Clearance and t 1/2 reported in text. 0.73 mg/kg dose. 70 kg average weight assumed. Ref. 6 cited in the paper (abstract) with clearance of 1.4 L/min (20 mL/min/kg),,1986,330.51,3,0,23.5,8,cationic,4.1,2.5
c1(N2CCCCC2)cc(n(=O)c(n1)N)N,3.523561956057013,2.0702837,Minoxidil,38304-91-5,0.9,11.5,1.0,1.3,1.5,Minoxidil - FDA Approval Package Administrative documents 019501 Part 01. Accessed through Pharmapendium.//ppb: https://www.accessdata.fda.gov/drugsatfda_docs/label/2015/018154s026lbl.pdf. Accessed July 10 2017.,"N=8, 76.3 kg average weight. Average of two doses.",,1967,209.25,6,2,91.1,1,neutral,0.9,0.9
c1(OC(N(CCCCCCN(C(Oc2c[n+](ccc2)C)=O)C)C)=O)c[n+](ccc1)C,-2.321928094887362,1.9428443,Distigmine,17299-00-2,1.0,0.2,,82.4,59.8,"Vree TB, Waitzinger J, Hammermaier A, Radhofer-Welte S.Absolute bioavailability, pharmacokinetics, renal and biliary clearance of distigmine after a single oral dose in comparison to i.v. administration of 14C-distigmine-bromide in healthy volunteers. International journal of clinical pharmacology and therapeutics, 1999,37, 393-403.","UBRETID. CAS number and SMILES entered dication only (no Br-). N=6, 86.2 kg average weight. 3' infusion. Bromide salt CAS # = 15876-67-2",85% excreted unchanged after renally (14.8 mL/min vs. totl of 17.1 mL/min) from ref. cited.,1957,416.51,8,0,66.8,11,neutral,-5.7,-5.7
c1(OCCCN(C)C)c2c(n(n1)Cc1ccccc1)cccc2,1.189033824390017,3.1800299,Benzydamine,642-72-8,1.53,2.28,0.8,11.4,8.1,"G. A. BALDOCK, R. R. BRODIE, L. F. CHASSEAUD, T. TAYLOR AND L. M. WALMSLEY. PHARMACOKINETICS OF BENZYDAMINE AFTER INTRAVENOUS, ORAL, AND TOPICAL DOSES TO HUMAN SUBJECTS. BIOPHARMACEUTICS & DRUG DISPOSITION, 1991, 12, 481-492.//ppb: Chasseaud LF, Catanese B. Pharmacokinetics of benzydamine. Int J Tissue React. 1985, 7, 195-204.","Benzidamine. N=6 (male subject) 70 kg average weight reported, 5 mg dose",,1964,309.41,4,0,30.3,7,cationic,4.2,0.76
c1(S(Nc2ccccn2)(=O)=O)ccc(\N=N\c2cc(c(O)cc2)C(O)=O)cc1,-1.9434164716336324,0.5198874,Sulfasalazine,599-79-1,0.11,0.26,0.004,6.8,7.6,"Sulfasalazine - FDA Approval Package
Label 007073/S-124. See also Sulfasalazine - FDA Approval Package
Bioequivalence Review 007073.  Accessed through PharmaPendium. Ppb: Kochansky, Christopher J.; McMasters, Daniel R.; Lu, Ping; Koeplinger, Kenneth A.; Kerr, Haley H.; Shou, Magang; Korzekwa, Kenneth R. Impact of pH on Plasma Protein Binding in Equilibrium Dialysis. Mol. Pharm. 2008, 5, 438-448",70 kg assumed.  MRT from VDss and clearance.,renal clearance estimated as 37% of total. Anecdotally assigned to metabolic. See FDA package.,1944,398.39,9,3,141.3,6,anionic,3.6,0.17
c1([C@@H](c2ccccc2)CC)c(c2c(cccc2)oc1=O)O,-5.643856189774724,0.76195025,Phenprocoumon,435-97-2,0.2,0.02,0.57,182.0,126.0,"Haustein KO, Hüller G. Pharmacokinetics of phenprocoumon. International journal of clinical pharmacology and therapeutics, 1994, 32, 192-7","Data digitized from plot reported. 40% extrapolation to AUC inf. Not clear whether reported AUC is to infinity. Reported AUC 121 ug.h.mL-1. Calculated AUC(inf)  116.5ug.h.mL-1. N=18, 9 mg dose (iv bolus), 71.6 Kg average weight. ppb reported by these authors from another citation. Held H, van Busse G, MeissnerJ 1980 Beobachtungen bei Phenprocoumon(Marcumar) Vergiftung. Dtsch Med Wochenschr 105: 860-863. NOT CHECKED.",,1953,280.32,3,1,50.7,3,anionic,4.0,1.2
c1(\C(CCCCOC)=N\OCCN)ccc(C(F)(F)F)cc1,4.997744026059632,3.1063483,Fluvoxamine,54739-18-3,23.5,31.95,0.2,12.26,12.5,"J. van Harten, F. Kok, A. Lönnebo  and A. Grahnén. Pharmacokinetics of fluvoxamine after intravenous and oral administration. Eur. Neuropsychopharmacology, 1994, 4, 331.","Average of two doses, N=17 per dose, 70 kg/average weight assumed. 10 and 30 mg doses as iv infusion in 60 minutes. Clearance from dose/AUC, then averaged. MRT from VDss and clearance. ","Ppb from PDR label. Absolute BA from paper 53% (po dose 50 mg, crossover with iv doses)",1977,318.33,4,1,56.8,9,cationic,3.1,1.2
c1(\C=C\C(NCCO)=O)ccccc1,-0.014499569695115,2.9224863,Idrocilamide,6961-46-2,0.11,0.99,,1.93,1.35,"H. Maier-Lenz, L. Ringelski, A. Windhorfer zur.Pharmakokinetik nnd Bioverfiigba1·keit des Myotonolytikums N-(Hydroxy-2-athyl)-cinnarnid. Arzneim.-Forsch. 1980, 30, 1813-1816.","LCB-29. Brolitene. N=10, 60 mg iv dose, 68 kg average weight
Reported AUC = 11.31 +/- 4.9 ug.hr/mL AUC computed as  14.8 ug.h/mL from plot digitization but within sd and thus accepted.
lambda z = 0.7 hr-1
VD reported = 7.4 L",,1948,191.23,3,2,49.3,4,neutral,0.86,0.86
c1(c(OC)cc2c(c1)c(nnc2)N1CCC(CC1)OC(NCC)=O)OC,5.232660756790275,2.207636,Carbazeran,70724-25-3,0.67,37.6,0.08,0.25,0.25,"Kaye B, Offerman JL, Reid JL, Elliott HL, Hillis WS. A species difference in the presystemic metabolism of carbazeran in dog and man. Xenobiot. 1984, 14, 935-945,// ppb: Zientek M, Jiang Y, Youdim, K, and Obach RS (2010) In vitro-in vivo correlation for intrinsic clearance for drugs metabolized by human aldehyde oxidase.  Drug Metab. Dispos. 38: 1322-1327.",VDss calculated from mean C vs t data in the paper,,1978,360.41,8,1,85.8,6,neutral,2.3,2.3
c1(c(c(c(Cl)c(n1)OC)OC)Cl)C(Cl)(Cl)Cl,4.902073579310743,1.6302965,Penclomedine,108030-77-9,9.1,29.9,,5.1,3.8,"Phase I and Pharmacologic Study of Penclomedine,
a Novel Alkylating Agent, in Patients With Solid Tumors Seamus O'Reilly, Louise B. Grochow, Ross C. Donehower, Tian-Ling Chen, Katherine Bowling, Neil R. Hartman,Robert F. Struck, and Eric K. Rowinsky. Journal of Clinical Oncology, 1997, Vol 15 1974-1984.","70 kg assumed. Average from Table 6. Data from day 1 taken. Day 5 very similar. N=6, 5 mg/kg 5 minutes infusion. 75.3 kg average weight. 45  to 550 mg/m2/day doses. ",,1987,325.4,3,0,31.3,2,neutral,4.4,4.4
c1(c(c(c(cc1C)OC[C@@H](CNC(C)C)O)C)C)O,4.017921907997263,2.82669,Deacetyl metipranolol,57193-14-3,3.6,16.2,,3.7,3.1,"U. Abshagen, G. Betzien, B. Kaufmann, G. Endele. Pharmacokinetics of Metipranolol in normal man. Eur. J. Clin. Pharmacol, 1982, 21, 293-301.","Data digitized from 20 mg PK profile in figure 3 in . N=10, 20 mg dose, 0.8 h infusion, 78 kg.
Reported AUC 283 hr*ug/L
t1/2 = 2.91 h
Clearance = 20.3 mL/sec (= 15.6 mL/min/kg)",very low renal clearance (12%),1974,267.36,4,3,61.7,6,cationic,2.6,0.77
c1(c(c(cc(c1O)Cl)Cl)OC)C(=O)NC[C@H]1N(CCC1)CC,0.2630344058337938,2.2934384,Raclopride,84225-95-6,1.1,1.2,0.06,15.3,14.0,"MOVIN-OSSWALD G. ; NORDSTRÖM A.-L. ; HAMMARLUND-UDENAES M. ; WAHLEN A. ; FARDE L. Pharmacokinetics of raclopride formulations : influence of prolactin and tolerability in healthy male volunteers. Clin. Pharmacokin. 1992, 22, 152-161.",MRT from VDss and clearance. 78 kg average weight reported. 3.6 mg of raclopride tartrate (2.8 mg of free base) admisntered over 10'. N=15.,reported in ref. as extensively metabolized. Very low renal excretion of unchanged drug.,1982,347.24,5,2,61.8,5,zwitterionic,2.9,2.1
c1(c(c2c(c(F)c(cc2n(c1)C1CC1)N1C[C@@H](C)NCC1)C)=O)C(=O)O,2.560714954474479,0.8200122,Grepafloxacin,119914-60-2,,5.9,0.82,,9.2,"PP. Grepafloxacin Hydrochloride - FDA Approval Package Review 020695
ppb: Clinical Pharmacology and Biopharmaceutics . Determination of protein binding of gyrase inhibitors by means of continuous ultrafiltration G Zlotosa, M Oehlmannb, P Nickelb, U Holzgrabe. Journal of Pharmaceutical and Biomedical Analysis, 1998, 18,  847–858","N=5/dose, 100 and 200 mg iv dose. No VDss reported. ",,1988,359.39,6,2,74.6,3,zwitterionic,2.8,-0.015
c1(c(c2ccc(O)cc2)sc2c1ccc(c2)O)C(c1ccc(OCCN2CCCCC2)cc1)=O,3.4329594072761065,2.2955532,Raloxifene,84449-90-1,7.5,10.8,0.05,11.6,12.1,"Raloxifene Hydrochloride - FDA Approval Package Clinical Pharmacology and Biopharmaceutics Review 020815/S-000. Accessed through Pharmapendium. Ppb: the PDR states: Raloxifene and the monoglucuronide conjugates are highly (95%) bound to plasma proteins. Raloxifene binds to both albumin and α1-acid glycoprotein, but not to sex-steroid binding globulin. http://www.pdr3d.com/detail.php?c=127942#section-14. Accessed January 5 2015.","Evista. N=6, 1 mg infusion iv.",Interconverted with glucuronide and subject to enterohepatic recycling.,1982,473.58,5,2,70.0,7,cationic,6.4,4.3
